GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20
8600000US96817,96817,ZCTA5 96817,19429,345,12153,425,8370,411,7276,403,9.8,1.3,4.7,1.1,2.7,1.0,19.2,2.8,6.6,1.1,5.0,1.4,5.0,1.5,9.4,1.9,8.7,1.1,7.0,1.3,7.1,1.5,11.6,2.2,8.2,1.0,6.4,1.2,5.6,1.2,11.5,2.1,11.0,1.4,11.5,1.8,9.1,1.9,11.6,2.2,17.7,1.7,19.0,2.1,17.4,2.5,17.0,3.2,11.2,1.5,13.6,1.8,14.2,2.2,7.7,2.0,12.9,1.4,14.9,2.0,16.8,2.5,6.9,1.6,6.0,1.0,7.8,1.4,9.0,1.7,2.8,1.0,8.0,1.1,10.1,1.5,13.1,2.2,2.3,1.2,58055,3021,70920,2904,78932,3627,32481,3566,81675,3494,95831,5118,107739,6741,50805,4407,39.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),40.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.6,(X)
8600000US96818,96818,ZCTA5 96818,18171,313,14620,400,11909,420,3551,328,4.2,1.1,2.7,0.9,0.7,0.4,10.7,3.6,1.5,0.6,1.1,0.6,0.5,0.3,3.1,2.1,4.6,1.0,3.5,1.0,2.9,1.0,10.5,3.7,5.8,1.1,5.8,1.3,5.8,1.5,6.6,2.3,13.4,1.4,12.5,1.5,12.2,1.7,17.6,3.4,20.6,2.1,20.3,2.1,21.3,2.5,22.0,5.1,18.5,2.0,19.7,2.2,19.9,2.3,15.9,4.3,20.0,1.8,22.3,2.1,23.0,2.2,9.7,3.1,7.0,1.3,7.6,1.5,8.5,1.7,3.6,2.0,4.3,0.8,4.7,1.0,5.2,1.1,0.2,0.4,74841,2344,79479,4472,83105,4343,51528,5057,86993,2748,91924,3013,N,N,59083,5589,36.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.8,(X)
8600000US96819,96819,ZCTA5 96819,12137,257,9996,315,6345,348,2141,247,4.2,1.1,3.4,1.0,0.6,0.4,9.9,4.0,2.3,0.6,1.5,0.6,1.1,0.6,6.5,2.7,7.6,1.8,6.8,1.9,4.0,1.8,11.8,4.4,6.6,1.6,5.0,1.3,3.8,1.6,16.2,6.4,10.5,1.9,8.7,1.7,8.1,2.2,19.6,6.1,16.7,2.0,17.3,2.2,17.5,2.9,17.2,4.3,12.7,1.6,14.0,1.9,16.2,2.6,7.7,3.0,20.0,2.4,23.8,2.7,25.4,3.4,6.9,3.7,9.1,1.6,9.6,1.7,11.7,2.4,3.1,2.0,10.4,1.4,9.8,1.4,11.6,1.8,1.1,1.2,77389,4299,85954,6605,96468,7545,39877,5345,100539,4177,104743,4559,N,N,51999,5488,54.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),56.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),39.0,(X)
8600000US96821,96821,ZCTA5 96821,6418,199,4908,197,4074,230,1510,222,1.8,0.9,1.1,0.6,0.5,0.4,4.2,3.2,1.8,1.1,0.5,0.4,0.6,0.5,6.2,4.4,2.8,1.0,0.8,0.5,1.0,0.6,9.3,4.0,3.4,1.3,2.8,1.4,1.8,1.0,6.0,2.7,4.3,1.5,2.3,0.9,1.8,1.0,11.1,5.6,9.3,1.8,8.2,2.1,7.5,2.1,12.7,4.2,12.5,1.9,12.4,2.2,9.2,1.9,16.2,5.0,21.1,2.5,23.1,3.1,23.2,3.4,14.2,4.6,16.5,2.2,19.8,2.7,21.1,3.2,9.2,3.7,26.5,2.6,28.9,2.8,33.2,3.2,10.8,3.8,129713,7398,146557,8231,155652,7950,75461,14014,159821,7339,174394,7731,N,N,100269,14073,37.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),48.4,(X)
8600000US96822,96822,ZCTA5 96822,18478,376,9838,416,7402,392,8640,511,5.2,1.1,1.8,1.1,1.1,0.8,9.7,2.2,2.9,0.8,3.0,1.3,2.1,1.4,3.6,1.2,5.5,1.0,2.2,1.0,1.4,0.9,9.5,1.9,7.3,1.5,4.2,1.3,2.4,0.9,11.6,2.8,12.9,1.9,8.8,1.6,7.6,1.8,18.0,3.0,20.6,2.6,16.1,3.1,15.2,2.9,25.1,3.5,14.1,2.0,17.4,3.0,16.7,3.1,10.0,2.2,15.3,2.1,19.8,2.9,21.3,3.2,9.1,2.1,6.4,1.2,9.9,1.9,11.8,2.3,1.8,1.1,9.9,1.1,16.8,1.9,20.4,2.1,1.7,0.9,69223,4277,94625,6407,107143,5345,47305,4597,95551,3983,126711,6484,N,N,55752,3735,28.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.8,(X)
8600000US96825,96825,ZCTA5 96825,10469,258,8244,296,6848,307,2225,273,2.5,1.0,2.1,1.1,1.5,1.0,4.9,2.7,1.7,1.0,0.2,0.2,0.2,0.3,7.1,4.5,2.8,0.9,2.0,0.9,2.1,1.0,5.7,2.9,4.1,1.3,2.8,1.2,2.3,1.2,9.1,4.2,5.6,1.5,4.4,1.5,3.4,1.5,10.7,4.0,13.4,2.0,12.8,2.2,11.0,2.6,18.7,4.3,13.5,2.1,12.9,2.6,13.1,2.9,13.6,4.7,22.4,2.4,22.2,2.5,22.4,3.0,21.4,6.4,14.7,1.8,17.8,2.1,19.6,2.4,3.6,2.3,19.4,2.1,22.7,2.5,24.3,2.9,5.2,2.9,112713,5276,130278,6964,136750,5323,66250,10576,142907,5639,156125,6571,N,N,86313,16035,33.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.8,(X)
8600000US96826,96826,ZCTA5 96826,14723,362,6724,383,4520,323,7999,454,11.6,2.2,4.0,1.4,2.3,1.8,18.5,3.9,7.2,1.5,4.4,1.6,2.9,1.3,9.8,2.3,9.4,1.6,6.3,2.0,5.3,2.3,11.8,2.7,9.5,1.6,4.2,1.3,3.9,1.6,14.0,2.5,13.7,2.1,15.5,3.1,13.6,3.1,13.1,2.9,19.5,2.0,25.0,3.3,23.9,4.1,15.2,2.3,11.1,1.5,14.3,2.6,16.8,3.4,7.1,2.1,11.1,1.6,15.2,2.5,17.8,3.5,7.4,1.9,4.3,1.2,7.9,2.0,9.0,2.5,1.7,1.0,2.6,0.8,3.3,1.4,4.5,2.0,1.5,0.9,47926,3666,63636,5363,72143,4550,31084,2584,63501,3666,81222,5508,N,N,47131,4994,30.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.3,(X)
8600000US96850,96850,ZCTA5 96850,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US96853,96853,ZCTA5 96853,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US96857,96857,ZCTA5 96857,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US96859,96859,ZCTA5 96859,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US96860,96860,ZCTA5 96860,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US96863,96863,ZCTA5 96863,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
